STA,LON,LAT,ASSCM_SC,KAYEN_SC,ASSCM_VS,KAYEN_VS,USGS_VS,HVSR_VS,PWAVE_VS,ARRAY_VS
WBS16,119.026799999999994,-31.590399999999999,D,,270,nan,485,341,nan,nan
WBP12,117.383499999999998,-30.438700000000001,B,,1100,nan,563,1009,nan,nan
WBJ05,114.641800000000003,-27.947399999999998,B,,1100,nan,316,nan,nan,nan
WBR15,118.597600000000000,-31.182800000000000,D,,270,nan,372,904,nan,nan
PBS17,115.604100000000003,-30.813199999999998,BC,,760,nan,901,nan,nan,nan
WBP16,118.927199999999999,-30.373300000000000,D,,270,nan,341,424,nan,nan
WBJ12,117.454700000000003,-27.917800000000000,CD,,360,nan,345,nan,nan,nan
WBM13,117.841931000000002,-29.215743750000001,D,,270,nan,322,215,nan,nan
WBM14,118.200630700000005,-29.186178219999999,D,,270,nan,241,381,nan,nan
WBL08,115.839200000000005,-28.761500000000002,D,,270,nan,318,nan,nan,nan
WBN08,115.710400000000007,-29.627400000000002,D,,270,nan,585,nan,nan,nan
WBP09,116.186199999999999,-30.394300000000001,CD,,360,nan,301,351,nan,nan
WBS14,118.300047199999995,-31.601600000000001,CD,,360,nan,299,524,nan,nan
WBL05,114.605423000000002,-28.781835000000001,D,,270,nan,333,nan,nan,nan
WBO09,116.178899999999999,-30.029100000000000,CD,,360,nan,386,1207,nan,nan
WBN09,116.286000000000001,-29.585200000000000,CD,,360,nan,345,nan,nan,nan
N13A,117.736000000000004,-29.580100000000002,BC,,760,nan,342,nan,nan,nan
BN13A,117.736000000000004,-29.580100000000002,BC,,760,nan,342,nan,nan,nan
WBK19,120.238083399999994,-28.397592299999999,B,,1100,nan,345,nan,nan,nan
WBK07,115.465000000000003,-28.355300000000000,D,,270,nan,665,nan,nan,nan
WBO07,115.444199999999995,-30.019700000000000,CD,,360,nan,541,368,nan,nan
PBS21,115.586399999999998,-30.903800000000000,DE,,180,nan,259,nan,nan,nan
WBS15,118.592902800000005,-31.568597220000001,D,,270,nan,279,412,nan,nan
WBN06,114.980099999999993,-29.630099999999999,CD,,360,nan,601,nan,nan,nan
WBO10,116.548455599999997,-29.989417230000001,D,,270,nan,299,nan,nan,514
WBM07,115.445800000000006,-29.190899999999999,D,,270,nan,676,nan,nan,nan
WBN10,116.626599999999996,-29.585999999999999,D,,270,nan,458,nan,nan,nan
WYKM6,117.633600000000001,-31.218840000000000,B,,1100,nan,456,nan,nan,nan
WBR18,119.802599999999998,-31.198599999999999,BC,,760,nan,425,291,nan,nan
WBM08,115.801000000000002,-29.155400000000000,B,,1100,nan,668,nan,nan,nan
WBJ14,118.227999999999994,-27.994399999999999,D,,270,nan,268,nan,nan,nan
WBQ10,116.719200000000001,-30.894500000000001,CD,,360,nan,667,717,nan,nan
WBR07,115.411277799999993,-31.200480559999999,D,,270,nan,701,368,nan,nan
WBP10,116.595680000000002,-30.392779999999998,D,,270,nan,379,nan,nan,638
WBL07,115.406400000000005,-28.777300000000000,CD,,360,nan,264,nan,nan,nan
WBR11,117.058359999999993,-31.274899999999999,CD,,360,nan,355,427,nan,nan
WBR16,118.973799999999997,-31.231700000000000,B,,1100,nan,646,800,nan,nan
WBS12,117.398083299999996,-31.618250000000000,CD,,360,nan,222,nan,nan,532
WBK10,116.586299999999994,-28.352000000000000,C,,560,nan,228,nan,nan,nan
WBM11,117.006299999999996,-29.225166670000000,B,,1100,nan,307,483,nan,nan
WBM09,116.169899999999998,-29.219700000000000,C,,560,nan,424,nan,nan,nan
WBK13,117.789599999999993,-28.394500000000001,D,,270,nan,314,nan,nan,nan
WBL13,117.850083600000005,-28.786070389999999,D,,270,nan,285,127,nan,nan
WBL18,119.819960600000002,-28.808603909999999,BC,,760,nan,386,nan,nan,nan
PBS22,115.768400000000000,-30.933399999999999,C,,560,nan,392,nan,nan,nan
WBQ08,115.814300000000003,-30.798130560000001,C,,560,nan,841,nan,nan,483
WBR12,117.376943999999995,-31.202777999999999,CD,,360,nan,347,401,nan,nan
WBK17,119.383333300000004,-28.396388890000001,D,,270,nan,284,nan,nan,nan
WBN15,118.585899999999995,-29.572299999999998,D,,270,nan,341,nan,nan,nan
WBO13,117.846100000000007,-30.038329999999998,D,,270,nan,307,304,nan,nan
WBO14,118.245496700000004,-30.030958330000001,D,,270,nan,361,1052,nan,nan
WBN11,117.034199999999998,-29.593416670000000,D,,270,nan,314,106,nan,nan
WBQ15,118.602599999999995,-30.803500000000000,BC,,760,nan,504,543,nan,nan
WBR13,117.795233999999994,-31.114903000000002,D,,270,nan,367,527,nan,nan
WBO18,119.835099999999997,-30.053899999999999,D,,270,nan,456,1089,nan,nan
WBP15,118.519403299999993,-30.394718330000000,CD,,360,nan,489,nan,nan,703
PBS25,116.102199999999996,-30.945000000000000,D,,270,nan,662,nan,nan,nan
WBP06,115.072000000000003,-30.405700000000000,D,,270,nan,338,355,nan,nan
WBL12,117.439239499999999,-28.706925399999999,D,,270,nan,233,926,nan,nan
WBQ09,116.144330600000004,-30.802166669999998,C,,560,nan,388,449,nan,nan
WBK18,119.747000000000000,-28.495999999999999,D,,270,nan,360,nan,nan,nan
WBQ18,119.794100000000000,-30.838500000000000,CD,,360,nan,364,973,nan,nan
WBR17,119.324799999999996,-31.221200000000000,D,,270,nan,418,1250,nan,nan
WATNG,118.198480000000004,-30.732250000000001,B,,1100,nan,464,nan,701,nan
WBJ17,119.395994299999998,-28.017182600000002,BC,,760,nan,313,nan,nan,nan
WBM12,117.278147899999993,-29.215251439999999,BC,,760,nan,489,nan,nan,nan
WBM18,119.788270900000001,-29.193466999999998,D,,270,nan,316,nan,nan,nan
WBK06,115.093000000000004,-28.400800000000000,CD,,360,nan,474,nan,nan,nan
WBO12,117.413600000000002,-29.936499999999999,D,,270,nan,368,454,nan,nan
WBK09,116.220299999999995,-28.413699999999999,D,,270,nan,421,nan,nan,nan
WBQ19,120.200833299999999,-30.799833329999998,B,,1100,nan,415,nan,nan,nan
WBL11,117.003436899999997,-28.795084370000001,D,,270,nan,460,357,nan,nan
WBM10,116.603099999999998,-29.179700000000000,D,,270,nan,281,nan,nan,nan
WBJ04,114.220600000000005,-28.005900000000000,D,,270,nan,826,nan,nan,nan
PBS12,115.651700000000005,-31.458300000000001,D,,270,nan,295,nan,nan,nan
WBS09,116.064666700000004,-31.502480559999999,CD,,360,nan,645,434,nan,nan
PBS10,115.743700000000004,-31.660399999999999,CD,,360,nan,538,nan,nan,nan
WBS08,115.743663900000001,-31.661200000000001,CD,,360,nan,537,148,nan,nan
PBS40,116.012500000000003,-31.753000000000000,D,,270,nan,327,nan,nan,nan
CHID4,116.289580000000001,-31.823360000000001,CD,,360,nan,649,nan,nan,nan
CHID5,116.289580000000001,-31.823360000000001,CD,,360,nan,649,nan,nan,nan
PBS31,115.879599999999996,-31.906900000000000,D,,270,nan,240,nan,nan,nan
PBS34,115.948300000000003,-31.905400000000000,D,,270,nan,417,nan,nan,nan
PBS14,115.749399999999994,-31.148599999999998,CD,,360,nan,234,nan,nan,nan
PBS30,115.506399999999999,-30.940799999999999,CD,,360,nan,691,nan,nan,nan
WBL20,120.575437899999997,-28.804702200000001,BC,,760,nan,293,nan,nan,nan
WBM23,121.800799999999995,-29.182099999999998,D,,270,nan,299,nan,nan,nan
WBR23,121.802899999999994,-31.110299999999999,B,,1100,nan,244,nan,nan,nan
WBQ25,122.597297800000007,-30.791104300000001,D,,270,nan,349,nan,nan,nan
WBQ26,122.997818699999996,-30.793096800000001,D,,270,nan,426,nan,nan,nan
WBK25,122.581999999999994,-28.389299999999999,CD,,360,nan,359,nan,nan,nan
WBK26,122.998999999999995,-28.403199999999998,CD,,360,nan,359,nan,nan,nan
WBO24,122.202399999999997,-29.994900000000001,D,,270,nan,396,nan,nan,nan
WBK20,120.583333300000007,-28.365555560000001,D,,270,nan,238,nan,nan,nan
WBR19,120.300497199999995,-31.150647220000000,BC,,760,nan,478,nan,nan,nan
WBP25,122.545800000000000,-30.383199999999999,C,,560,nan,361,nan,nan,nan
WBS21,120.998223800000005,-31.602541899999999,CD,,360,nan,439,nan,nan,nan
WBK22,121.399000000000001,-28.399000000000001,BC,,760,nan,336,nan,nan,nan
WBJ23,121.799999999999997,-28.012499999999999,CD,,360,nan,280,nan,nan,nan
WBR24,122.278499999999994,-31.239699999999999,D,,270,nan,262,nan,nan,nan
WBR25,122.600300000000004,-31.198470000000000,D,,270,nan,271,nan,nan,nan
WBL26,122.982799999999997,-28.760999999999999,B,,1100,nan,380,nan,nan,nan
WBM26,123.038100000000000,-29.066400000000002,D,,270,nan,355,nan,nan,nan
WBS26,122.963099999999997,-31.615400000000001,D,,270,nan,324,nan,nan,nan
WBL25,122.592960000000005,-28.799299999999999,BC,,760,nan,340,nan,nan,nan
WBQ21,120.985097199999998,-30.783730559999999,CD,,360,nan,361,nan,nan,nan
WBM21,121.051199999999994,-29.216200000000001,D,,270,nan,393,nan,nan,nan
WBO25,122.641700000000000,-30.015200000000000,BC,,760,nan,392,nan,nan,nan
WBP20,120.639216700000006,-30.433997219999998,BC,,760,nan,489,nan,nan,nan
WBM25,122.594999999999999,-29.126999999999999,B,,1100,nan,359,nan,nan,nan
WBL21,121.026399999999995,-28.858699999999999,D,,270,nan,240,nan,nan,nan
WBK23,121.807400000000001,-28.403800000000000,BC,,760,nan,334,nan,nan,nan
WBN24,122.190500000000000,-29.602300000000000,D,,270,nan,298,nan,nan,nan
WBM20,120.603099999999998,-29.172699999999999,BC,,760,nan,338,nan,nan,nan
WBP22,121.381980600000006,-30.418033330000000,CD,,360,nan,334,nan,nan,nan
WBN23,121.842699999999994,-29.580200000000001,B,,1100,nan,367,nan,nan,nan
WBO21,120.999463899999995,-30.017399999999999,CD,,360,nan,417,nan,nan,nan
WBK21,120.982699999999994,-28.393500000000000,D,,270,nan,250,nan,nan,nan
WBM22,121.463800000000006,-29.194800000000001,D,,270,nan,289,nan,nan,nan
WBI22,121.367300000000000,-27.582899999999999,D,,270,nan,298,nan,nan,nan
WBO22,121.392530600000001,-30.001963889999999,CD,,360,nan,413,nan,nan,nan
WBL24,122.200000000000003,-28.800000000000001,B,,1100,nan,418,nan,nan,nan
WBL23,121.810800000000000,-28.837100000000000,D,,270,nan,291,nan,nan,nan
WBN25,122.540099999999995,-29.577100000000002,B,,1100,nan,327,nan,nan,nan
WBP21,121.019750000000002,-30.407747220000001,D,,270,nan,357,nan,nan,nan
WBP24,122.188999999999993,-30.427600000000002,D,,270,nan,529,nan,nan,nan
WBS23,121.781599999999997,-31.608329999999999,BC,,760,nan,339,nan,nan,nan
WBQ24,122.192163100000002,-30.807693900000000,B,,1100,nan,312,nan,nan,nan
WBM24,122.193700000000007,-29.208800000000000,BC,,760,nan,228,nan,nan,nan
WBO23,121.828547200000003,-30.002747220000000,CD,,360,nan,435,nan,nan,nan
WBP26,122.999600000000001,-30.400900000000000,D,,270,nan,342,nan,nan,nan
ASR13,130.738200000000006,-29.402200000000001,CD,,360,nan,349,nan,nan,nan
WBR22,121.399050000000003,-31.203650000000000,D,,270,nan,363,nan,nan,nan
WBN22,121.441500000000005,-29.579300000000000,D,,270,nan,273,nan,nan,nan
WBQ20,120.560941700000001,-30.795397220000002,D,,270,nan,285,nan,nan,nan
WBR21,120.941833299999999,-31.197099999999999,CD,,360,nan,292,nan,nan,nan
WBJ22,121.397700000000000,-28.004700000000000,D,,270,nan,280,nan,nan,nan
WBL22,121.405199999999994,-28.798600000000000,D,,270,nan,322,nan,nan,nan
WBT14,118.251563800000000,-31.919217170000000,C,,560,nan,513,311,nan,nan
WBS19,120.202771600000005,-31.623854099999999,D,,270,nan,261,nan,nan,nan
WBS20,120.604076899999995,-31.594532099999999,CD,,360,nan,316,nan,nan,nan
WBT18,119.767499999999998,-31.996500000000001,CD,,360,nan,448,302,nan,nan
WBT19,120.209213899999995,-32.019333330000002,CD,,360,nan,441,nan,nan,nan
WBW19,120.232563900000002,-33.154733329999999,D,,270,nan,305,nan,nan,nan
WBV20,120.573113899999996,-32.772216669999999,CD,,360,nan,324,nan,nan,nan
WBX19,120.257580599999997,-33.594080560000002,B,,1100,nan,568,nan,nan,nan
WBS10,116.620316700000004,-31.565097219999998,B,,1100,nan,517,1351,nan,nan
WBT13,117.875585999999998,-31.931523530000000,D,,270,nan,309,506,nan,nan
WBU20,120.605932400000000,-32.401950300000003,D,,270,nan,850,nan,nan,nan
WBU10,116.583749999999995,-32.277099999999997,BC,,760,nan,484,371,nan,nan
WBV10,116.604100000000003,-32.793869999999998,BC,,760,nan,948,1141,nan,nan
WBV11,116.984700000000004,-32.803550000000001,BC,,760,nan,728,236,nan,nan
WBW10,116.581779999999995,-33.199339999999999,BC,,760,nan,728,1420,nan,nan
WBT10,116.628200000000007,-32.006000000000000,B,,1100,nan,721,771,nan,nan
PBS11,115.818600000000004,-31.558100000000000,D,,270,nan,342,nan,nan,nan
PBS09,115.795599999999993,-31.784800000000001,D,,270,nan,246,nan,nan,nan
PBS20,115.855699999999999,-31.777999999999999,D,,270,nan,271,nan,nan,nan
PBS39,115.777000000000001,-31.888100000000001,CD,,360,nan,428,nan,nan,nan
AU52,120.975099999999998,-33.486499999999999,D,,270,nan,456,nan,nan,nan
WBR26,123.002814799999996,-31.198525499999999,D,,270,nan,364,nan,nan,nan
WBS24,122.233999999999995,-31.602300000000000,D,,270,nan,281,nan,nan,nan
WBS25,122.602699999999999,-31.616499999999998,D,,270,nan,368,nan,nan,nan
WBT22,121.402199999999993,-32.016750000000002,D,,270,nan,326,nan,nan,nan
WBT24,122.203570499999998,-31.998890800000002,D,,270,nan,390,nan,nan,nan
WBT25,122.608800000000002,-32.019799999999996,D,,270,nan,412,nan,nan,nan
WBU22,121.402697900000007,-32.393438699999997,D,,270,nan,333,nan,nan,nan
WBV26,123.002371600000004,-32.787872499999999,D,,270,nan,302,nan,nan,nan
WBW21,121.012305999999995,-33.155028000000001,D,,270,nan,280,nan,nan,nan
WBW22,121.400000000000006,-33.164850000000001,D,,270,nan,363,nan,nan,nan
WBW23,121.773563899999999,-33.213008330000001,D,,270,nan,301,nan,nan,nan
WBW25,122.607225499999998,-33.198170900000001,D,,270,nan,239,nan,nan,nan
WBT23,121.826482299999995,-32.003862099999999,D,,270,nan,645,nan,nan,nan
BK45,128.970100000000002,-30.002900000000000,CD,,360,nan,248,nan,nan,nan
WBN20,120.595500000000001,-29.606000000000002,CD,,360,nan,352,nan,nan,nan
WBP19,120.238730599999997,-30.404116670000001,CD,,360,nan,329,nan,nan,nan
WBR20,120.713380599999994,-31.117980559999999,CD,,360,nan,319,nan,nan,nan
WBM19,120.193600000000004,-29.214800000000000,CD,,360,nan,329,nan,nan,nan
WBL19,120.207800199999994,-28.798568100000001,D,,270,nan,235,nan,nan,nan
SOMU,145.169800000000009,-38.394100000000002,CD,,360,nan,635,nan,nan,nan
WKA,140.322499999999991,-36.415799999999997,CD,,360,nan,336,nan,nan,nan
ROBE,139.874200000000002,-37.147199999999998,CD,,360,nan,315,nan,nan,nan
TRPU,146.120000000000005,-38.292200000000001,B,,1100,nan,715,nan,nan,nan
OUTU,145.765899999999988,-38.489600000000003,B,,1100,nan,897,nan,nan,nan
MRDN,146.138100000000009,-38.447800000000001,B,,1100,nan,566,nan,nan,nan
MOGAR,149.976100000000002,-36.696500000000000,BC,,760,nan,750,nan,nan,nan
BEGA,149.849899999999991,-36.729900000000001,BC,,760,nan,867,nan,nan,nan
BOB,149.131100000000004,-35.262900000000002,B,,1100,nan,341,nan,nan,nan
PLYP,138.551999999999992,-34.972799999999999,CD,,360,nan,330,nan,nan,nan
BRTS,138.531299999999987,-35.026299999999999,C,,560,nan,828,nan,nan,nan
BRTS,138.531299999999987,-35.026299999999999,C,,560,nan,828,nan,nan,nan
STR2,138.848000000000013,-35.287100000000002,B,,1100,nan,907,nan,nan,nan
TPSO,138.637300000000010,-35.489500000000000,B,,1100,nan,904,nan,nan,nan
CLV2,136.516899999999993,-33.682299999999998,B,,1100,nan,905,nan,nan,nan
PENW,138.620800000000003,-33.929299999999998,BC,,760,nan,693,nan,nan,nan
WILM,138.156700000000001,-32.669199999999996,D,,270,nan,409,nan,nan,nan
HML1,138.588899999999995,-34.403399999999998,CD,,360,nan,422,nan,nan,nan
UTT,138.736700000000013,-34.821500000000000,BC,,760,nan,909,nan,nan,nan
PLMR,139.150700000000001,-34.872799999999998,BC,,760,nan,898,nan,nan,nan
SUND,139.637000000000000,-34.662599999999998,C,,560,nan,690,nan,nan,nan
AES09,135.904599999999988,-27.348199999999999,C,,560,nan,535,nan,nan,nan
AEB15,136.725999999999999,-29.306100000000001,B,,1100,nan,242,nan,nan,nan
AES05,135.163499999999999,-29.053799999999999,B,,1100,nan,273,nan,nan,nan
AES06,136.108100000000007,-29.364999999999998,B,,1100,nan,352,nan,nan,nan
HKER,138.552500000000009,-31.764199999999999,B,,1100,nan,878,nan,nan,nan
AES12,136.996199999999988,-29.070200000000000,D,,270,nan,318,nan,nan,nan
AES15,136.168000000000006,-28.863399999999999,D,,270,nan,308,nan,nan,nan
AEB13,138.345499999999987,-29.323300000000000,C,,560,nan,303,nan,nan,nan
AEB04,135.565400000000011,-29.020399999999999,D,,270,nan,264,nan,nan,nan
AES14,135.852200000000011,-28.928400000000000,D,,270,nan,338,nan,nan,nan
AEB14,137.671099999999996,-29.640400000000000,CD,,360,nan,558,nan,nan,nan
AEB08,138.770000000000010,-27.328299999999999,B,,1100,nan,304,nan,nan,nan
AES04,135.416599999999988,-28.476500000000001,B,,1100,nan,303,nan,nan,nan
AEB11,138.685599999999994,-28.011800000000001,B,,1100,nan,237,nan,nan,nan
AES11,136.303400000000011,-27.867599999999999,BC,,760,nan,440,nan,nan,nan
AEB12,138.653899999999993,-28.703900000000001,C,,560,nan,334,nan,nan,nan
AEB16,136.409199999999998,-28.840399999999999,D,,270,nan,291,nan,nan,nan
AEB01,136.802999999999997,-28.762499999999999,BC,,760,nan,252,nan,nan,nan
AES13,136.889900000000011,-29.797699999999999,BC,,760,nan,298,nan,nan,nan
AES16,135.101499999999987,-28.014800000000001,B,,1100,nan,235,nan,nan,nan
AES10,136.467199999999991,-28.122000000000000,CD,,360,nan,269,nan,nan,nan
AEB17,135.899100000000004,-28.236599999999999,BC,,760,nan,285,nan,nan,nan
AEB18,135.230500000000006,-27.308800000000002,D,,270,nan,323,nan,nan,nan
WALLA,137.620900000000006,-33.965899999999998,CD,,360,nan,361,nan,nan,nan
WALR,137.622099999999989,-33.959800000000001,CD,,360,nan,310,nan,nan,nan
DNL,138.643100000000004,-34.901200000000003,CD,,360,nan,496,nan,nan,nan
DNL2,138.643100000000004,-34.901400000000002,CD,,360,nan,497,nan,nan,nan
DNL3,138.643200000000007,-34.901499999999999,CD,,360,nan,497,nan,nan,nan
MRAT,137.625599999999991,-34.527200000000001,D,,270,nan,307,nan,nan,nan
MSWL3,150.926829999999995,-32.393300000000004,B,,1100,nan,818,nan,nan,nan
MSWL6,150.919117999999997,-32.321142000000002,B,,1100,nan,620,nan,nan,nan
MSWL2,150.724520000000012,-32.379579999999997,BC,,760,nan,794,nan,nan,nan
MSWL1,150.907090000000011,-32.264859999999999,B,,1100,nan,889,nan,nan,nan
R7AF5,150.894800000000004,-32.279280000000000,B,,1100,nan,379,nan,nan,nan
MSWL5,150.786120000000011,-32.284210999999999,B,,1100,nan,863,nan,nan,nan
CA08,119.302970000000002,-20.167736999999999,D,,270,nan,228,nan,nan,nan
CA09,119.432869999999994,-20.133565000000001,CD,,360,nan,237,nan,nan,nan
CA05,121.100859999999997,-21.300885000000001,CD,,360,nan,742,nan,nan,nan
CA04,122.225989999999996,-21.693273999999999,D,,270,nan,261,nan,nan,nan
CA11,120.344480000000004,-19.964822000000002,B,,1100,nan,338,nan,nan,nan
CA15,121.395589999999999,-19.496628000000001,C,,560,nan,250,nan,nan,nan
CA23,122.230789999999999,-18.253069000000000,E,,140,nan,314,nan,nan,nan
CA24,122.358570000000000,-18.178854000000001,E,,140,nan,273,nan,nan,nan
CA13,120.835170000000005,-19.740266999999999,E,,140,nan,254,nan,nan,nan
CA22,122.042710000000000,-18.364193000000000,B,,1100,nan,627,nan,nan,nan
CA14,121.287210000000002,-19.694067000000000,CD,,360,nan,371,nan,nan,nan
CAWA,120.641300000000001,-19.778199999999998,D,,270,nan,265,nan,nan,nan
CA06,120.700109999999995,-20.840789999999998,D,,270,nan,236,nan,nan,nan
CA01,123.972359999999995,-22.204671000000001,B,,1100,nan,348,nan,nan,nan
CNP15,119.818668000000002,-17.106926999999999,D,,270,nan,600,nan,nan,nan
CA32,124.115269999999995,-17.406943999999999,D,,270,nan,271,nan,nan,nan
CA33,124.216939999999994,-17.438333000000000,D,,270,nan,257,nan,nan,nan
CA40,125.546940000000006,-17.045278000000000,D,,270,nan,268,nan,nan,nan
AKB07,125.923100000000005,-16.696100000000001,BC,,760,nan,356,nan,nan,nan
CA35,124.735550000000003,-17.391389000000000,D,,270,nan,311,nan,nan,nan
CA34,124.503330000000005,-17.419722000000000,D,,270,nan,228,nan,nan,nan
AKB03,129.264700000000005,-16.050100000000000,D,,270,nan,303,nan,nan,nan
AKB06,126.596999999999994,-16.102799999999998,D,,270,nan,666,nan,nan,nan
AKB10,126.381399999999999,-15.712000000000000,D,,270,nan,341,nan,nan,nan
AKA05,126.495400000000004,-14.787500000000000,D,,270,nan,635,nan,nan,nan
AKA03,127.064400000000006,-15.954000000000001,D,,270,nan,585,nan,nan,nan
CA36,124.863609999999994,-17.235278000000001,D,,270,nan,263,nan,nan,nan
CA37,124.993610000000004,-17.143332999999998,B,,1100,nan,330,nan,nan,nan
AKA02,127.986000000000004,-16.012599999999999,D,,270,nan,706,nan,nan,nan
CA38,125.107219999999998,-17.113889000000000,BC,,760,nan,698,nan,nan,nan
CASG,125.249099999999999,-17.066600000000001,D,,270,nan,915,nan,nan,nan
AKA10,128.475099999999998,-16.594300000000000,D,,270,nan,298,nan,nan,nan
AES01,133.797500000000014,-26.268500000000000,CD,,360,nan,250,nan,nan,nan
AES07,134.855600000000010,-26.109500000000001,B,,1100,nan,256,nan,nan,nan
AEB20,134.442599999999999,-26.361000000000001,CD,,360,nan,321,nan,nan,nan
AES08,135.230999999999995,-26.661999999999999,CD,,360,nan,387,nan,nan,nan
AES20,134.270100000000014,-25.731400000000001,CD,,360,nan,357,nan,nan,nan
