STA,LON,LAT,ASSCM_SC,KAYEN_SC,ASSCM_VS,KAYEN_VS,USGS_VS,HVSR_VS,PWAVE_VS,ARRAY_VS
PTPS,137.994300000000010,-33.172499999999999,DE,,180,nan,241,89,nan,nan
CLV,136.495499999999993,-33.691099999999999,B,,1100,nan,748,nan,nan,nan
EDO,138.083300000000008,-32.533299999999997,BC,,760,nan,836,nan,nan,nan
NBK,137.983000000000004,-32.701000000000001,BC,,760,nan,900,nan,nan,nan
NAP,138.145000000000010,-33.183999999999997,D,B,270,893,900,nan,nan,nan
NAPP,138.147799999999989,-33.182800000000000,D,,270,nan,900,nan,848,nan
FR17,138.964499999999987,-33.036180000000002,BC,,760,nan,781,nan,nan,nan
AUJCS,138.609802000000002,-33.204700000000003,D,,270,nan,498,nan,nan,nan
FR13,138.568309999999997,-33.124929999999999,BC,A,760,1652,802,nan,nan,nan
FR16,138.918920000000014,-33.779249999999998,BC,,760,nan,765,nan,nan,nan
PNA,138.164700000000011,-32.005699999999997,BC,,760,nan,553,nan,nan,nan
FR19,138.589699999999993,-32.763300000000001,B,,1100,nan,716,nan,nan,nan
FR15,138.126959999999997,-33.543979999999998,B,,1100,nan,828,nan,nan,nan
FR22,138.933600000000013,-33.069499999999998,BC,,760,nan,652,nan,nan,nan
HTT,138.921699999999987,-33.430500000000002,BC,,760,nan,905,nan,810,nan
FR14,138.575649999999996,-33.470889999999997,B,B,1100,725,609,nan,nan,nan
FR09,137.932559999999995,-32.482570000000003,B,,1100,nan,909,nan,nan,nan
AUCAS,135.721892999999994,-34.263699000000003,CD,,360,nan,301,nan,nan,nan
RPA,137.403300000000002,-32.725000000000001,CD,,360,nan,332,nan,nan,nan
FR20,138.627800000000008,-32.231499999999997,B,,1100,nan,672,nan,nan,nan
BBOO,136.056399999999996,-32.809699999999999,BC,,760,nan,331,nan,nan,nan
FR18,137.977969999999999,-32.696520000000000,B,,1100,nan,906,nan,nan,nan
FR06,138.030200000000008,-31.975560000000002,B,,1100,nan,900,nan,nan,nan
FR10,138.410079999999994,-32.538159999999998,B,,1100,nan,395,nan,nan,nan
THS,138.773300000000006,-34.741669999999999,B,,1100,nan,872,nan,nan,nan
GHS,138.598999999999990,-34.920999999999999,CD,,360,nan,381,nan,nan,nan
GHSS,138.601699999999994,-34.919400000000003,CD,D,360,257,355,123,226,nan
MRAT,137.625400000000013,-34.630000000000003,B,,1100,nan,307,nan,nan,nan
SDN,139.337400000000002,-34.509300000000003,B,B,1100,1026,817,nan,nan,nan
SDAN,139.337999999999994,-34.507300000000001,B,,1100,nan,789,nan,1042,nan
AURMK,140.740401999999989,-34.172798000000000,D,,270,nan,237,nan,nan,nan
OOD,135.687999999999988,-27.794400000000000,B,,1100,nan,458,nan,792,nan
FR02,138.402400000000000,-31.508299999999998,B,,1100,nan,421,nan,nan,nan
AUROX,136.897095000000007,-30.560101000000000,D,,270,nan,310,nan,nan,nan
FR21,138.552500000000009,-31.764399999999998,B,,1100,nan,876,nan,nan,nan
STK,141.591800000000006,-31.881699999999999,BC,,760,nan,373,nan,nan,nan
STKA,141.595200000000006,-31.876899999999999,BC,,760,nan,484,nan,nan,nan
HWK,135.203499999999991,-29.957799999999999,CD,,360,nan,292,nan,nan,nan
HKN,135.186000000000007,-30.012000000000000,CD,,360,nan,241,nan,nan,nan
FR01,138.899270000000001,-31.323509999999999,B,,1100,nan,913,nan,nan,nan
ARK,139.338999999999999,-30.276000000000000,B,,1100,nan,890,nan,nan,nan
FR26,138.676700000000011,-31.672300000000000,D,,270,nan,866,nan,nan,nan
FR27,138.622999999999990,-31.523000000000000,B,,1100,nan,636,nan,nan,nan
TREF,143.649740000000008,-30.081420000000001,C,,560,nan,320,nan,nan,nan
TRS,143.651129999999995,-30.103179999999998,C,,560,nan,334,nan,nan,nan
LCRK,138.216199999999986,-30.447199999999999,B,,1100,nan,928,nan,785,nan
MYS,138.215399999999988,-30.451300000000000,B,,1100,nan,855,nan,nan,nan
INKA,140.745599999999996,-27.741000000000000,C,,560,nan,482,143,366,nan
FR03,138.883340000000004,-31.617540000000002,B,,1100,nan,441,nan,nan,nan
FR25,138.721499999999992,-31.367100000000001,B,,1100,nan,425,nan,nan,nan
MULG,134.058500000000009,-30.281800000000000,BC,,760,nan,416,nan,779,nan
AUMAR,138.635695999999996,-34.891601999999999,D,,270,nan,344,nan,nan,nan
DNL,138.643000000000001,-34.901000000000003,CD,,360,nan,496,nan,nan,nan
TUK,138.658999999999992,-34.968000000000004,BC,,760,nan,892,nan,nan,nan
AUMBR,139.285903999999988,-35.133999000000003,D,,270,nan,622,nan,nan,nan
FR05,138.869210000000010,-31.962589999999999,B,,1100,nan,473,nan,nan,nan
YAPP,138.311900000000009,-31.866299999999999,C,,560,nan,717,nan,718,nan
BJD,148.581899999999990,-35.004100000000001,B,,1100,nan,899,nan,nan,nan
EUCH,148.370790000000000,-33.428620000000002,D,,270,nan,506,nan,nan,nan
EUEU,148.370790000000000,-33.428620000000002,D,,270,nan,506,nan,nan,nan
EUGY,148.379719999999992,-33.435429999999997,D,,270,nan,329,nan,nan,nan
MBA,146.236899999999991,-34.125000000000000,B,,1100,nan,756,nan,nan,nan
EUAD,148.373670000000004,-33.402430000000003,BC,,760,nan,901,nan,nan,nan
EUSH,148.342669999999998,-33.407299999999999,D,,270,nan,901,nan,nan,nan
EUAB,148.358419999999995,-33.427280000000003,BC,,760,nan,823,nan,nan,nan
EUAN,148.358000000000004,-33.427300000000002,BC,,760,nan,823,nan,nan,nan
EUBG,148.366749999999996,-33.420630000000003,BC,,760,nan,895,nan,nan,nan
EUCT,148.327190000000002,-33.414369999999998,BC,,760,nan,904,nan,nan,nan
EUG,148.341800000000006,-33.418199999999999,BC,,760,nan,885,nan,nan,nan
EUGM,148.341800000000006,-33.418199999999999,BC,,760,nan,885,nan,nan,nan
EUGQ,148.328049999999990,-33.413370000000000,BC,,760,nan,905,nan,nan,nan
EUKM,148.348320000000001,-33.376370000000001,BC,,760,nan,910,nan,nan,nan
EUKN,148.347929999999991,-33.379080000000002,BC,,760,nan,876,nan,nan,nan
AUDCS,148.627807999999987,-32.233398000000001,BC,,760,nan,467,nan,nan,nan
DAL,149.174000000000007,-34.725999999999999,B,,1100,nan,906,nan,nan,nan
FND,149.165999999999997,-34.744999999999997,B,,1100,nan,377,nan,nan,nan
HCT,149.168000000000006,-34.770000000000003,B,,1100,nan,389,nan,nan,nan
OOL,149.163000000000011,-34.773000000000003,B,,1100,nan,407,nan,nan,nan
AUGRF,146.059006000000011,-34.285800999999999,D,,270,nan,664,nan,nan,nan
EURH,148.368529999999993,-33.458820000000003,B,,1100,nan,508,nan,nan,nan
KAN,150.066800000000001,-33.996600000000001,B,,1100,nan,901,nan,nan,nan
KANM,150.066800000000001,-33.996600000000001,B,,1100,nan,901,nan,nan,nan
JNL,150.017200000000003,-33.825800000000001,B,,1100,nan,900,nan,nan,nan
JBD,150.049000000000007,-33.762000000000000,B,,1100,nan,674,nan,nan,nan
JBR,150.048620000000000,-33.761830000000003,B,,1100,nan,672,nan,nan,nan
JBRM,150.048620000000000,-33.761830000000003,B,,1100,nan,672,nan,nan,nan
OKDL,150.480500000000006,-34.070700000000002,B,,1100,nan,623,nan,617,nan
FTZ,150.483839999999987,-34.642150000000001,D,,270,nan,881,nan,nan,nan
FTZM,150.483839999999987,-34.642150000000001,D,,270,nan,881,nan,nan,nan
CMS,145.828300000000013,-31.486699999999999,BC,,760,nan,337,nan,nan,nan
CMSA,145.690300000000008,-31.539000000000001,B,,1100,nan,545,nan,853,nan
BJE,148.645999999999987,-34.950499999999998,B,B,1100,1194,828,nan,nan,nan
BJEM,148.645999999999987,-34.950499999999998,B,,1100,nan,828,nan,918,nan
AVL,149.247999999999990,-34.750999999999998,BC,,760,nan,791,nan,nan,nan
CAH,149.241700000000009,-34.646700000000003,BC,,760,nan,889,nan,nan,nan
DLN,149.181999999999988,-34.723300000000002,BC,,760,nan,361,nan,701,nan
SPF,149.151000000000010,-34.765000000000001,BC,,760,nan,623,nan,nan,nan
SPG,149.123999999999995,-34.762000000000000,BC,,760,nan,442,nan,nan,nan
BWA,148.751700000000000,-34.424999999999997,B,,1100,nan,672,nan,nan,nan
IVY,149.718299999999999,-34.972200000000001,BC,,760,nan,915,nan,nan,nan
LER,149.365004999999996,-34.934998000000000,B,,1100,nan,584,nan,nan,nan
GLNM,151.246399999999994,-32.366199999999999,B,,1100,nan,817,nan,nan,nan
LOS,151.455600000000004,-32.330399999999997,B,,1100,nan,793,nan,nan,nan
LOSM,151.455600000000004,-32.330399999999997,B,,1100,nan,793,nan,nan,nan
LOSZ,151.455600000000004,-32.330399999999997,B,,1100,nan,793,nan,nan,nan
GBBM,150.972499999999997,-32.092500000000001,B,,1100,nan,512,nan,nan,nan
GBAM,150.999300000000005,-32.111400000000003,B,,1100,nan,936,nan,nan,nan
STPK,150.979999999999990,-34.232999999999997,B,,1100,nan,891,nan,nan,nan
FINNS,150.726400000000012,-34.157600000000002,B,,1100,nan,707,nan,nan,nan
CAWDR,150.674299999999988,-34.116799999999998,B,,1100,nan,902,nan,nan,nan
GLEAD,150.765500000000003,-34.114800000000002,B,,1100,nan,884,nan,nan,nan
KING,150.741999999999990,-33.762999999999998,B,,1100,nan,416,nan,nan,nan
MABG,150.760099999999994,-34.072099999999999,B,,1100,nan,495,nan,572,nan
PHD,150.968999999999994,-33.847000000000001,B,,1100,nan,485,nan,nan,nan
PHDM,150.968999999999994,-33.847000000000001,B,,1100,nan,485,nan,nan,nan
SYDH,150.741700000000009,-33.761899999999997,B,,1100,nan,406,525,522,nan
AUTKS,151.025406000000004,-33.784599000000000,B,,1100,nan,573,nan,nan,nan
CONY,151.279179999999997,-32.990490000000001,B,,1100,nan,900,nan,nan,nan
MYLY,151.346260000000001,-32.950989999999997,B,,1100,nan,573,nan,nan,nan
QFS,151.391420000000011,-32.932639999999999,B,,1100,nan,428,nan,nan,nan
ELLY,151.326650000000001,-32.935940000000002,B,,1100,nan,566,nan,nan,nan
KALY,151.342999999999989,-32.899400000000000,B,,1100,nan,531,nan,nan,nan
KITY,151.367150000000009,-32.908520000000003,B,,1100,nan,449,nan,nan,nan
RDK10,150.909570000000002,-32.537739999999999,B,,1100,nan,866,nan,nan,nan
DAVI,151.199999999999989,-33.899999999999999,D,,270,nan,429,nan,nan,nan
SYDS,151.224299999999999,-33.929699999999997,D,,270,nan,359,nan,nan,nan
SYD,151.199999999999989,-33.866599999999998,E,,140,nan,759,nan,nan,nan
CHI,151.680800000000005,-32.243000000000002,B,,1100,nan,909,nan,nan,nan
KIM,151.750699999999995,-32.951799999999999,B,,1100,nan,800,nan,nan,nan
NPS,151.800000000000011,-32.899999999999999,B,,1100,nan,600,nan,nan,nan
RMMY,151.790320000000008,-32.927399999999999,B,,1100,nan,447,nan,nan,nan
NTLS,151.762496999999996,-32.931998999999998,DE,,180,nan,321,159,510,nan
NJCY,151.739990000000006,-32.931410000000000,DE,,180,nan,506,nan,nan,nan
KONY,151.735350000000011,-32.866869999999999,DE,,180,nan,251,nan,nan,nan
KPAM,150.490199999999987,-30.879100000000001,BC,,760,nan,456,nan,nan,nan
CHF,151.116399999999999,-31.326499999999999,B,,1100,nan,873,nan,nan,nan
CHFM,151.116399999999999,-31.326499999999999,B,,1100,nan,873,nan,nan,nan
AUPHS,150.894302000000010,-31.099001000000001,B,,1100,nan,438,nan,nan,nan
KPT,150.481899999999996,-30.885100000000001,B,,1100,nan,530,nan,nan,nan
KPTM,150.481899999999996,-30.885100000000001,B,,1100,nan,530,nan,nan,nan
SPRM,150.687700000000007,-30.574800000000000,B,,1100,nan,801,nan,nan,nan
AUC,174.778099999999995,-36.859999999999999,B,,1100,nan,nan,nan,nan,nan
COO,151.891600000000011,-30.577700000000000,B,,1100,nan,900,nan,nan,nan
HCGY,151.669440000000009,-32.964770000000001,B,,1100,nan,567,nan,nan,nan
GUNY,151.732120000000009,-32.958390000000001,B,,1100,nan,890,nan,nan,nan
MOSY,151.695169999999990,-32.924639999999997,B,,1100,nan,833,nan,nan,nan
CLBY,151.745299999999986,-32.896110000000000,B,,1100,nan,257,nan,nan,nan
NLD,151.700899999999990,-32.900300000000001,B,D,1100,302,583,nan,nan,nan
NTLH,151.703002999999995,-32.898299999999999,B,,1100,nan,548,454,832,nan
NUMB,151.730999999999995,-32.909999999999997,B,,1100,nan,391,nan,nan,nan
CHAM,151.137900000000002,-31.349699999999999,B,,1100,nan,894,nan,nan,nan
AULRC,147.979004000000003,-29.426200999999999,BC,,760,nan,325,nan,nan,nan
RMQ,148.754999999999995,-26.489000000000001,B,,1100,nan,590,nan,849,nan
LHI,159.061295000000001,-31.520000000000000,B,,1100,nan,320,nan,nan,nan
CAV,151.623750000000001,-29.647819999999999,B,,1100,nan,887,nan,nan,nan
CAVM,151.623750000000001,-29.647819999999999,B,,1100,nan,887,nan,nan,nan
DRG,151.292000000000002,-26.286000000000001,D,,270,nan,432,nan,nan,nan
BDM,151.444400000000002,-26.112300000000001,B,,1100,nan,330,nan,nan,nan
BNDM,151.452149999999989,-26.095099999999999,B,,1100,nan,476,nan,nan,nan
BOON,151.452100000000002,-26.095099999999999,B,,1100,nan,477,nan,nan,nan
AUBSH,152.954697000000010,-26.864000000000001,D,,270,nan,315,nan,nan,nan
BR2,153.069299999999998,-27.431400000000000,C,,560,nan,494,nan,nan,nan
BEEN,153.198000000000008,-27.727599999999999,B,,1100,nan,708,nan,nan,nan
AUWSH,153.037201000000010,-27.397698999999999,B,,1100,nan,368,nan,nan,nan
BRSB,153.031100000000009,-27.478000000000002,D,,270,nan,314,nan,nan,nan
BN1H,153.024001999999996,-27.430599000000001,BC,,760,nan,433,nan,nan,nan
BR1,153.023699999999991,-27.430599999999998,BC,,760,nan,433,nan,nan,nan
GC2F,153.395798000000013,-27.912201000000000,D,,270,nan,261,386,nan,nan
GC1,153.361700000000013,-27.948000000000000,BC,,760,nan,449,nan,nan,nan
HINZ,153.280699999999996,-28.051100000000002,BC,,760,nan,620,nan,nan,nan
BN2S,153.047698999999994,-27.329300000000000,D,,270,nan,396,239,nan,nan
BRS,152.775000000000006,-27.391700000000000,B,,1100,nan,856,nan,nan,nan
BRSA,152.773899999999998,-27.391300000000001,B,,1100,nan,850,nan,nan,nan
GC2,153.453900000000004,-28.136299999999999,B,,1100,nan,782,nan,nan,nan
GC1S,153.511505000000000,-28.161698999999999,D,,270,nan,323,nan,nan,nan
BNB,151.787200000000013,-25.686199999999999,B,,1100,nan,427,nan,nan,nan
PDD,151.242899999999992,-29.380099999999999,B,,1100,nan,762,nan,nan,nan
PDE,151.294000000000011,-29.364999999999998,B,,1100,nan,772,nan,nan,nan
PIN,151.240730000000013,-29.397710000000000,B,,1100,nan,852,nan,nan,nan
SRA,151.235000000000014,-29.381000000000000,B,,1100,nan,911,nan,nan,nan
GLD,151.479700000000008,-28.969400000000000,B,,1100,nan,644,nan,nan,nan
AUMUL,153.037201000000010,-28.558499999999999,B,,1100,nan,903,nan,nan,nan
AUTOO,151.966797000000014,-27.545200000000001,B,,1100,nan,616,nan,nan,nan
TW1H,151.972000000000008,-27.544201000000001,B,,1100,nan,779,208,716,nan
MBWA,119.731200000000001,-21.158999999999999,BC,,760,nan,351,nan,nan,nan
GIRL,114.233999999999995,-22.643000000000001,C,,560,nan,219,82,452,nan
AUCAR,113.658600000000007,-24.885099000000000,D,,270,nan,245,nan,nan,nan
KAA,116.858000000000004,-20.777000000000001,D,,270,nan,261,nan,nan,nan
NANU,115.500000000000000,-22.545000000000002,D,,270,nan,237,nan,nan,nan
NAU,115.500000000000000,-22.545000000000002,D,,270,nan,237,nan,nan,nan
PSAD3,119.779860999999997,-21.642983999999998,D,,270,nan,345,nan,nan,nan
AUKAR,116.817802000000000,-20.752001000000000,BC,,760,nan,545,nan,nan,nan
PSAD2,119.962401999999997,-21.617130000000000,B,,1100,nan,504,nan,nan,nan
PSA00,119.845802000000006,-21.572500000000002,D,,270,nan,289,nan,576,nan
PSAA1,119.836226999999994,-21.576688999999998,D,,270,nan,309,nan,nan,nan
PSAA2,119.846694999999997,-21.562828000000000,D,,270,nan,294,nan,nan,nan
PSAA3,119.854873999999995,-21.578085000000002,D,,270,nan,319,nan,nan,nan
PSAB1,119.821869000000007,-21.568909000000001,D,,270,nan,296,nan,nan,nan
PSAB2,119.861052999999998,-21.554849999999998,D,,270,nan,296,nan,nan,nan
PSAC3,119.827743999999996,-21.621359000000002,D,,270,nan,330,nan,nan,nan
PSAB3,119.854675000000000,-21.593240999999999,BC,,760,nan,296,nan,nan,nan
PSAD1,119.830153999999993,-21.455037999999998,D,,270,nan,324,nan,nan,nan
MBL,119.833299999999994,-21.160000000000000,D,,270,nan,281,nan,nan,nan
PSAC2,119.900435999999999,-21.562519000000002,D,,270,nan,349,nan,nan,nan
PSAC1,119.809319000000002,-21.533709000000002,C,,560,nan,301,nan,nan,nan
AUBRM,122.232100000000003,-17.956499999999998,D,,270,nan,335,nan,nan,nan
AUBRM,122.232101000000000,-17.956499000000001,D,,270,nan,335,nan,nan,nan
BMEBF,122.309399999999997,-17.868300000000001,D,,270,nan,382,nan,nan,nan
AUAPY,132.135300000000001,-26.284400999999999,B,,1100,nan,345,nan,nan,nan
GLS,128.295600000000007,-25.035299999999999,B,,1100,nan,410,nan,nan,nan
FITZ,125.638999999999996,-18.102000000000000,D,,270,nan,311,nan,nan,nan
KIM02,125.527190000000004,-18.916080000000001,CD,,360,nan,285,nan,nan,nan
KIM01,126.863680000000002,-18.623460000000001,B,,1100,nan,273,nan,nan,nan
KIM05,124.189220000000006,-17.991560000000000,BC,,760,nan,339,nan,nan,nan
KIM06,123.456299999999999,-18.506260000000001,D,,270,nan,247,nan,nan,nan
CLQY,122.931700000000006,-16.399699999999999,D,,270,nan,448,nan,nan,nan
KIM09,123.032300000000006,-17.479500000000002,BC,,760,nan,524,nan,nan,nan
KNA,128.766699999999986,-15.750000000000000,BC,,760,nan,519,nan,nan,nan
KIM10,125.704319999999996,-17.050280000000001,BC,,760,nan,364,nan,nan,nan
KIM08,124.807779999999994,-17.322949999999999,D,,270,nan,399,nan,nan,nan
CKTY,123.593400000000003,-16.087100000000000,BC,,760,nan,639,nan,nan,nan
MTHY,124.916399999999996,-16.821999999999999,B,,1100,nan,380,nan,nan,nan
ARG,128.426999999999992,-16.709199999999999,BC,,760,nan,803,nan,nan,nan
KNRA,128.762799999999999,-15.676900000000000,CD,,360,nan,397,nan,495,nan
PTJY,125.053899999999999,-15.960100000000001,B,,1100,nan,538,nan,nan,nan
AUKAT,132.282897999999989,-14.462400000000001,B,,1100,nan,275,nan,nan,nan
KAKA,132.439600000000013,-12.711499999999999,B,,1100,nan,381,nan,nan,nan
KDU,132.472700000000003,-12.686900000000000,D,,270,nan,377,197,690,nan
DAR,130.818299999999994,-12.408300000000001,CD,,360,nan,250,nan,nan,nan
AUDHS,130.832992999999988,-12.440000000000000,B,,1100,nan,592,nan,nan,nan
DRS,130.842000000000013,-12.467000000000001,BC,,760,nan,533,nan,993,nan
DPH,130.899000000000001,-12.432000000000000,CD,,360,nan,400,nan,nan,nan
MTN,131.129999999999995,-12.846700000000000,B,,1100,nan,643,nan,967,nan
AS04,133.929000000000002,-23.660000000000000,BC,,760,nan,660,nan,nan,nan
AS16,133.930000000000007,-23.637000000000000,BC,,760,nan,680,nan,nan,nan
AS02,133.937000000000012,-23.678999999999998,B,,1100,nan,684,nan,nan,nan
AS13,133.894000000000005,-23.652000000000001,B,,1100,nan,475,nan,nan,nan
AS05,133.948000000000008,-23.649000000000001,B,,1100,nan,804,nan,nan,nan
AS06,133.971000000000004,-23.648000000000000,B,,1100,nan,910,nan,nan,nan
AS07,133.969999999999999,-23.664999999999999,B,,1100,nan,453,nan,nan,nan
AS08,133.960000000000008,-23.681000000000001,B,,1100,nan,338,nan,nan,nan
AS17,133.991999999999990,-23.664999999999999,B,,1100,nan,439,nan,nan,nan
AS18,133.980999999999995,-23.690000000000001,B,,1100,nan,347,nan,nan,nan
AS15,133.912000000000006,-23.635000000000002,BC,,760,nan,697,nan,nan,nan
AS03,133.919999999999987,-23.673999999999999,BC,,760,nan,338,nan,nan,nan
AS10,133.913999999999987,-23.696999999999999,BC,,760,nan,409,nan,nan,nan
AS12,133.903999999999996,-23.666000000000000,BC,,760,nan,574,nan,nan,nan
AS14,133.909999999999997,-23.652000000000001,BC,,760,nan,605,nan,nan,nan
AS31,133.903999999999996,-23.666000000000000,BC,,760,nan,574,nan,712,nan
ASAR,133.904400000000010,-23.666640000000001,BC,,760,nan,580,nan,nan,nan
ASP,133.900557999999990,-23.683389999999999,BC,,760,nan,634,nan,nan,nan
AUALC,133.883499000000000,-23.689899000000000,B,,1100,nan,378,nan,nan,nan
AS11,133.698000000000008,-23.678000000000001,B,,1100,nan,908,nan,nan,nan
AS01,133.950999999999993,-23.664999999999999,D,,270,nan,803,nan,nan,nan
AS09,133.941000000000003,-23.699000000000002,D,,270,nan,387,nan,nan,nan
AS19,133.961999999999989,-23.704000000000001,D,,270,nan,319,nan,nan,nan
TCWY,133.873999999999995,-20.046700000000001,C,,560,nan,232,nan,nan,nan
GEK,134.062999999999988,-19.428999999999998,BC,,760,nan,413,nan,nan,nan
TCN3,134.018968999999998,-19.796288000000001,C,,560,nan,232,nan,nan,nan
TCTY,134.182600000000008,-19.642199999999999,BC,,760,nan,226,nan,nan,nan
AKI1,133.858000000000004,-19.728000000000002,C,,560,nan,237,nan,nan,nan
TCVY,134.085409999999996,-19.769539999999999,C,,560,nan,231,nan,nan,nan
TCBY,133.899869999999993,-19.849180000000000,D,,270,nan,241,nan,nan,nan
ISQ,139.555000000000007,-20.716699999999999,BC,,760,nan,530,nan,nan,nan
QIS,139.605199999999996,-20.557700000000001,B,,1100,nan,375,nan,nan,nan
FAIR,148.077249999999992,-23.656479999999998,B,,1100,nan,400,nan,nan,nan
EDV,150.978000000000009,-25.437999999999999,C,,560,nan,640,nan,nan,nan
CRC,150.279899999999998,-25.253499999999999,B,,1100,nan,857,nan,nan,nan
RK1,150.493799999999993,-23.388600000000000,B,,1100,nan,467,nan,nan,nan
RK1H,150.493896000000007,-23.387599999999999,B,,1100,nan,462,nan,nan,nan
RK2,150.524799999999999,-23.382500000000000,D,,270,nan,278,nan,nan,nan
AUNRC,150.532897999999989,-23.352900000000002,D,,270,nan,414,nan,nan,nan
UCQ2,150.524419999999992,-23.328720000000001,D,,270,nan,468,nan,nan,nan
